comment,sentiment
پرسنل بی حوصله و بی ادبی داره. فود کورت چیزی نداره. از نظر امکانات و تنوع کالا شهر لوازم خانگی خیلی گزینه بهتریه.,Negative
پل قلعه حاتم یکی از جاذبه های گردشگری شهرستان بروجرد می باشد، دارای راه دسترسی آسان، جایی بکر و خوش آب و هوا برای مسافران و گردشگران عزیز,Positive
ن صندلی داره برای نشستن ن سایبون  ونه حتی روشنایی,Negative
نوروز، ۱۴۰۲,Neutral
بدرد نمیخوره,Negative
کادر آموزشی باید رفتار بهتری داشته باشن,Negative
"این پمپ بنزین چند سال است که تعطیل آیت و نه تعمیرات میکنن نه کلا جمعش میکنن
نمیدونم چه مشکلی داره",Negative
ارایه خدمات به هنگام,Positive
خوشمزه و سالم,Positive
"کار نا بلد حقه باز
هزینه‌های من در آوردی از مشتریان خود می‌گیره",Negative
تو سایت شون نزدن چه روزهایی برای بانوان هست کسی خبر داره؟,Neutral
سرویس های بهداشتی پارک شغاب با این حجم مسافر تعداد کمی سرویس بهداشتی و همینطور که تو عکس مشخصه باید دقیقه ها منتظر موند ویرایش شهری که مسافر خیره این تعداد سرویس بهداشتی کمه واقعا در ضمن اینجا ستاد اسکان مسافران هست وباید بیشتر از سمت شهرداری بوشهر رسیدگی بشه,Negative
"چرا الکی گذاشتید بازه میدونی من نابلد از کجا پاشدم اومدم
  اصفهان اینطوری با مسافراش مهمون نوازی میکنه؟!",Negative
هایپر مارکت بسیار گران و متقلب هستند. قیمت های درج شده در سیستم با قیمت های نوشته شده بالای اجناس متفاوت است. قسمت هایپر مارکت به هیچ عنوان توصیه نمیشود.,Negative
هرچه درباره زیبایی این منطقه بگم کم گفتم فقط حضوری باید دید,Positive
بسیار عالی فقط اون ماشیناش چه حس و عالمی به ادم میده ادما میبزه وسط آلمان و امریکا,Positive
اگر وقتتون براتون مهمه . جای دیگه برید . شلوغ با معطلی زیاد ؛ یک نفر هم پذیرش می‌کنه. هم نمونه میگیره . همه کار میکنه . مردم هم نشستن با معطلی زیاد .,Negative
یکم نظافت رو رعایت کنند و غرفه های تمیز تری بسازند خیلی بهتره,Negative
واقعا دبیرستان عالییی هست کادر با اخلاقی عالیه و سطح علمی بسیار خوب است,Positive
تا ساعت دوازده شب هم بازه,Neutral
ورود اتوبوس هارو میزنه نا مشخص,Negative
هتل دو ستاره ؟؟ شوخی می کنی ؟ در حد یک مسافر خانه بود. اتاق تاریک لامپ ها سوخته بود . ساعت خراب بود. حوله حمام نداشت. صابون مایع نداشت. شامپو نداشت. ساختمان قدیمی. یکی از تخت ها نبود و جاش تشک روی زمین گذاشته بودند. تلویزیون کوچک ۱۶ اینچ. صبحانه فاجعه بود. تخم‌مرغ تمام شده شارژ نشد. پنیر یک نفره. خیار گوجه نبود. زیتون نبود. لوبیا نبود. نان تافتون. بیات بود.. میوه نداشت. از ساعت ۷خانه داری سروصدا می کرد. و... . در یک کلام اصلأ پیشنهاد نمیشه,Negative
در نشان به دفعات زدم بالا نیامد، ترافیک قفل جاده فردیس شهریار، دسترسی محلی عبور مردم وعابر پیاده، رانندگی بد سواری و کامیون ها، کلا نکات منفی زیادی که دارد، جای پارک خودرو نیست، ماشین ها دوبله، سه ردیف پارک کردند که وقت خروج هم به مشکل میخوری، فاصله بین دو دوربرگردان چند کیلومتر، عدم وجود تابلو برای پیدا کردن، نبودن مسجد و توالت عمومی، محل استراحت و پارک برای کامیون ها،,Negative
قلیون و چایش افتضاحه، من بچه همین محلم قهوه خونه جای دیگه میرم از بس قهوه خونه افتضاحیه,Negative
بنایی بی نظیر,Positive
چهارتا پمپ گاز داره که دوتاش کار میکنه,Negative
قسمت پذیرشش ی خانوم بی اعصابه.توکه اخلاق نداری چرا نشستی اونجا.که ی سوال معمولیو زورت بیاد جواب بدی,Negative
مزخرف ترین بیمارستان پرسنل بی اطلاع و نا کار امد فقط میفرستنت دنبال نخود سیاه👎,Negative
عالی هست با دکورهای بسیار زیاد و متنوع,Positive
پایگاه امداد و نجات هلال احمر شهید ابوالحسنی بشرویه,Neutral
زیباشهر (محمدیه) در مسیر قزوین به تهران,Neutral
منصفانه بنویسید خیلی هم تعریف نداره و بسیار گران هست بیمه هم قرارداد نداره با تامین اجتماعی درمانگاه دیگه پزشک عمومی 25 تومن هست اینجا 65 تومن میگیره. بیمه تامین اجتماعی ولی نوشته قرارداد داریم!!!,Negative
"باسلام 
بزرگواران ما بارها خواستیم پوشک مولفیکس سایز۵ ،تعداد۲۸ عددی از أکالا سفارش بدیم اما همیشه موجود نیست،ولی وقتی به همین فروشگاه مراجعه می کنیم موجوده
دلیلش را بفرمایید ممنون میشم",Negative
خیلی جالب و دیدنی بود یک راهنمای خوب هم کامل توضیح میداد چکمه می دادن چند متری هم توی آب قنات راه رفتیم فقط پله های خیلی زیادی داره برای افراد ناتوان و کم توان نامناسبه,Positive
"با سلام 
خیلی ناراحت و پشیمان از خریدی که در این مجموعه انجام دادم الان 2 ماه هستش اینجانب مبل 7 نفره خریداری کردم که چند مورد ایراد که با مسوول سالن آقای مرادی به صورت حضوری نشان داده شد که چند بار هم با شرکت تولید کننده برای رفع ایرادت تماس گرفته شد که تا این تاریخ هیچ اتفاقی برای رفع ایرادات انجام نشده است و از مدیران این مجموع پیشنهاد دارم که نگرش و نگاه ویژه به تیم فروش قسمت مبلمان داشته باشند",Negative
یکی از بهترین فست فود های اهواز هستش که غذاش حرف نداره,Positive
موقعیت خوب و کارگاه مرتب,Positive
"آب کم و گل آلودی داشت و اصلا مناسب نبود. از شهرداری تهران خواهشمندم به محوطه برج آزادی توجه بیشتری داشته باشه.
این میدان میتونه محل خوبی برای جذب توریست باشه.",Negative
بستنی و آب میوه با فضای زیبا و تمیز و مرتب در دو طبقه و کیفیت بالا,Positive
مکان فوق‌العاده عالی و رسمی، وامنیتی,Positive
کیفیت هواش نسبت به تهران کاملا متفاوته,Neutral
